id,class,gist,qeustion,answer,reason
92,13,건축물의 대지가 둘 이상의 용도지역에 걸치는 경우에 대한 건폐율과 용적률 산정 방법,"하나의 대지가 서로 다른 용도지역에 걸치는 경우로서 그 중 하나의 용도지역의 면적이 대지의 과반이고 가장 작은 용도지역의 규모가 330㎡를 초과하는 경우(걸치는 용도지역이 녹지지역이 아니며, 「국토계획법」 제84조제1항 단서 및 같은 법 시행령 제94조 단서에 해당하는 경우가 아님)
건폐율과 용적률은 「건축법」 제54조 제1항을 적용하여 대지의 과반이 속하는 용도지역의 건폐율과 용적률 기준에 따라야 하는지?",「건축법」 제54조 제1항을 적용하여 대지의 과반이 속하는 용도지역의 건폐율과 용적률 기준에 따라야하는 것이 아니라 각각의 용도지역에 따른 건폐율과 용적률 기준에 따라야 함.,"특정 지역이나 지구 등에서 건폐율이나 용적률의 기준을 정하는 것은 토지의 경제적·효율적 이용과 관련된 것이므로 국토계획법에서 특정 용도지역에 포함되는 대지의 건축물이나 그 밖의 시설의 용도·종류 및 규모 등의 제한에 관한 사항을 용도지역별로 명확하게 구분하여 규정하면서 건폐율 및 용적률의 최대한도의 범위를 같은 법 제77조 및 제78조에서 용도지역별로 세부적으로 구분하여 규정하고 있음.
그리고 국토계획법 제84조 제1항 각 호 외의 부분 본문에서는 하나의 대지가 둘 이상의 용도지역·용도지구 또는 용도구역에 걸치는 경우로서 각 용도지역 등에 걸치는 부분 중 가장 작은 부분의 규모가 대통령령으로 정하는 규모(330㎡) 이하인 경우 전체 대지의 건폐율 및 용적률은 각 용도지역 등별 건폐율 및 용적률을 가중평균한 값을 적용하도록 규정하고 있음.
위와 같은 국토계획법의 규정 체계를 고려하면 용도지역에서의 건폐율 및 용적률은 각 용도지역에 따른 건폐율 및 용적률을 적용하는 것이 원칙이고, 하나의 대지가 둘 이상의 용도지역등에 걸치는 경우라 하더라도 국토계획법 제84조 제1항 각 호 외의 부분 본문에 따른 경우를 제외하고는 각각의 용도지역에 관한 건폐율 및 용적률 규정이 그 대지의 해당 부분에 적용되는 것이 원칙이라 하겠음."
93,14,"제2종일반주거지역에서 다가구주택을 신축하면서 정북 방향의 인접 대지보다 신축 대지의 지표면을 인위적으로 0.2미터 높게 조성한 경우, 인접대지와 지표면 높이의 차인 0.2미터를 가산한 건축물의 높이의 2분의 1 이상의 범위에서 건축조례로 정하는 거리 이상을 정북방향 인접대지 경계선으로부터 띄어야 하는지",제2종일반주거지역에서 다가구주택을 신축하면서 정북 방향의 인접대지보다 신축 대지의 지표면을 인위적으로 0.2미터 높게 조성한 경우 인접대지와 지표면 높이의 차를 몇 미터로 보고 가산하여 건축물의 높이의 2분의 1 이상의 범위에서 건축조례로 정하는 거리 이상을 정북방향 인접대지 경계선으로부터 띄어야 하는지?,「건축법 시행령」 제119조 제1항 제5호 나목에 따라 건축물 대지의 지표면과 인접대지의 지표면의 평균 수평면을 지표면으로 보아 건축물 대지의 지표면과 평균 수평면의 차이인 0.1미터만을 가산한 건축물의 높이의 2분의 1 이상의 범위에서 건축조례로 정하는 거리 이상을 정북방향 인접대지 경계선으로부터 띄어야 한다고 할 것임.,"「건축법 시행령」 제119조 제1항 제5호에 따라 일조 등의 확보를 위한 건축물의 높이 제한 규정을 적용하기 위해서 건축물의 높이를 산정하는 경우 남쪽 대지에 건축물을 건축하는 경우에는 남쪽과 북쪽 지표면의 평균수평면을 지표면으로 보아 건축물의 높이를 산정하여야 할 것임.
또한, 남쪽 대지에 건물을 신축하는 사람의 입장에서는 「건축법」 제61조 제1항의 일조 등의 확보를 위한 정북방향 높이제한은 일종의 규제에 해당한다고 할 것인바, 신축 대지의 지표면을 인위적으로 0.2 미터 높게 조성하였다 하더라도, 명문의 규정이 없는 한 「건축법 시행령」 제119조 제1항 제5호 나목의 규정을 배제하고 인접대지와의 지표면의 차이인 0.2미터 전부를 건축물 높이 산정에 가산하여야 하는 것은 아니라 할 것임."
94,14,일조 등의 확보를 위한 건축물 높이 제한 규정의 예외 적용 범위,"구 「건축법 시행령」(2014. 11. 11. 대통령령 제25716호로 일부개정되어 11. 29. 시행되기 전의 것을 말하며, 이하 “구 「건축법 시행령」”이라 함) 제86조제1항 단서에 따라,
1) 두 대지가 도로에 접하면서 그 도로를 사이에 두고 마주보고 있는 경우 구 「건축법 시행령」 제86조 제1항 단서 규정이 적용되는지?
2) 두 대지가 각각 다른 도로에 접한 경우 구 「건축법 시행령」 제86조 제1항 단서 규정이 적용되는지?","1) 두 대지가 도로에 접하면서 그 도로를 사이에 두고 마주보고 있는 경우에는 구 「건축법 시행령」 제86조 제1항 단서 규정이 적용되지 않음.
2) 두 대지가 각각 다른 도로에 접한 경우에는 구 「건축법 시행령」 제86조 제1항 단서 규정이 적용되지 않음.","1) 구 「건축법 시행령」 제86조 제1항 단서에서는 처음 도입된 이래로 현재까지 주거지역에서의 일조기준 적용의 예외로서 일관되게 규정되어 왔고, 이처럼 예외를 인정하는 이유는 도로변 건축물의 연속성을 유지하고 [종전 「건축법 시행령」(1986. 12. 29. 대통령령 제12022호로 일부개정·시행된 것을 말함) 제90조 제1호 단서 참조] 건축물의 미관을 향상하기 위한 것[종전 「건축법 시행령」(1992. 5. 30. 대통령령 제13655호로 전부개정되어 6. 1. 시행된 것을 말함) 제86조 제3호 참조]임.
즉, 이 규정은 주거지역 내에 건축물이 위치한다고 하더라도 일정 너비 이상의 넓은 도로에 연속하여 접한 두 대지의 경우 도로 방향으로 일조권 확보가 비교적 용이하다는 점을 고려하여, 도로변에 위치하고 있는 건축물의 연속성 유지와 더불어 일조권 규제로 인해 건축물이 계단식으로 건축됨에 따라 도시 미관을 해치는 사례를 방지하기 위해 일조 등의 확보를 위한 높이 제한 규제를 완화하려는 취지의 규정이라 하겠음.
2) “질의 가”에서 살펴본 바와 같이, 구 「건축법 시행령」 제86조 제1항 단서에 해당하기 위해서는 도로에 연속하여 접한 두 대지에 건축되는 건축물이어야 하므로, 이 사안에서와 같이 대지 상호 간에 접하여 있으나 두 대지가 각각 다른 도로에 접한 경우에는 이러한 예외에 해당하지 않는바, 같은 항 본문에 따른 일조 등의 확보를 위한 정북방향의 건축물 높이 제한 규정의 적용을 받는다고 할 것임."
95,14,일조 등 확보를 위한 건축물 높이 제한 시 “너비가 2미터 이하인 대지”의 의미,"「건축법 시행령」 제86조 제6항 제2호 가목에서는 건축물의 높이제한에 관한 같은 조 제1항 등을 적용할 때 건축물을 건축하려는 대지와 다른 대지 사이에 너비가 2미터 이하인 대지가 있는 경우에는 그 반대편의 대지경계선을 인접대지경계선으로 한다고 규정하고 있는바,
 「건축법 시행령」 제86조 제6항 제2호 가목은 건축물을 건축하려는 대지와 정북방향에 있는 인접대지 한 필지의 너비 전체가 2미터 이하인 경우에만 적용되는지, 아니면 그 인접대지 중 일부분의 너비가 2미터 이하인 경우에 대해서도 그 2미터 이하인 부분에 한정하여 적용되는지?",「건축법 시행령」 제86조 제6항 제2호 가목은 건축물을 건축하려는 대지와 정북방향에 있는 인접대지 한 필지의 너비 전체가 2미터 이하인 경우에만 적용됨.,"「건축법」제2조 제1항 제1호 본문에서는 “대지”란 「공간정보의 구축 및 관리 등에 관한 법률」에 따라 각 필지로 나눈 토지를 말한다고 규정하고 있고, 대지의 조경의무에 관한 같은 법 제42조 제1항, 대지의 분할 제한에 관한 같은 법 제57조, 대지 안의 공지에 관한 같은 법 제58조 등에서도 “대지”가 한 필의 토지임을 전제로 그 대지에 건축물을 건축하려는 경우 준수해야 할 각종 사항에 관하여 규정하고 있는바, 동일한 법령에서의 용어는 법령에 다른 규정이 있는 등 특별한 사정이 없는 한 동일하게 해석·적용되어야 하므로,
 「건축법 시행령」 제86조 제6항 제2호 가목에서 규정하고 있는 “대지”도 한 필지의 대지 전체를 의미하는 것으로 보아야 할 것임. 그렇다면 한 필지의 대지의 일부분의 너비가 2미터 이하이고 나머지 부분의 너비는 2미터를 넘는 경우에는 「건축법 시행령」 제86조 제6항 제2호 가목이 적용될 여지가 없다고 할 것임."
96,14,건축물의 정북방향의 인접 대지가 “전용주거지역이나 일반주거지역이 아닌 용도지역인 경우”의 의미,"일반주거지역 안에서 건축물을 신축할 때, 그 건축물의 정북방향과 인접한 대지가 일반주거지역과 일반 상업지역에 걸쳐 있고 그 중 일반상업지역이 과반을 차지하는 경우, 그 인접대지를 「건축법 시행령」 제86조 제2항 제3호에 따른 전용주거지역이나 일반주거지역이 아닌 용도지역에 해당하는 경우로 볼 수 있는지?",이 사안의 경우 그 인접 대지를 「건축법 시행령」 제86조 제2항 제3호에 따른 전용주거지역이나 일반주거지역이 아닌 용도지역에 해당하는 경우로 볼 수 없음.,"「건축법 시행령」제86조 제1항에서 전용주거지역 또는 일반주거지역에서 건축물을 건축하는 경우 정북방향 인접대지경계선까지 일정한 거리를 띄우도록 규정한 입법 취지는 국토계획법에 따른 “주거지역”의 경우 거주의 안녕과 건전한 생활환경의 보호를 위하여 필요한 지역이므로(제36조 제1항 제1호 가목),
그 지역에서 주거생활을 유지하는 데 있어서 가장 중요한 요소라고 할 수 있는 일조·채광·통풍 등을 보장하기 위해서 인접한 건축물과의 사이에 일정한 공간을 확보하도록 하려는 것이고,
다만, 건축하는 건축물의 정북방향에 위치한 대지가 주거와 상관없는 용도지역임에도 불구하고 주거지역인 경우와 같은 기준을 적용하는 것이 불합리한 측면이 있으므로, 「건축법 시행령」 제86조 제2항 제3호를 두어 정북방향의 인접 대지가 전용주거지역 또는 일반주거지역이 아닌 용도지역인 경우에는 일조 등을 위한 이격 거리 제한을 적용하지 않도록 한 것이라 할 것임.
그렇다면, 신축하는 건축물과 같이 정북방향의 인접 대지가 일반상업지역과 일반주거지역에 걸치는 경우는 일조 등을 위한 건축물 간의 이격 거리 기준이 적용되지 않는 「건축법 시행령」 제86조 제2항 제3호의 정북방향의 인접 대지가 “전용주거지역 또는 일반주거지역이 아닌 용도지역에 해당하는 경우”에 해당하지 않는다고 할 것임."
97,14,같은 대지에서 두 동의 건축물이 마주보고 있는 경우 건축물 간 띄어야 하는 거리를 산정할 때 적용되는 “채광을 위한 창문 등이 있는 벽면”의 의미,"한 세대 벽면에 창문이 없는 벽면과 창문이 있는 벽면이 같은 방향으로 구분되어 설치되어 있고, 그 중 창문이 없는 벽면만 서로 마주보는 형태로 두 동(棟)의 건축물을 건축하는 경우
일조 등의 확보를 위해 건축물의 높이를 제한하고 있는 「건축법 시행령」 제86조 제3항 제2호 가목이 적용되는지?",이 사안의 경우 「건축법 시행령」 제86조 제3항 제2호 가목이 적용됨.,"「건축법 시행령」 제86조 제3항 제2호 가목을 적용할 때 인동간격 기준점이 되는 “채광을 위한 창문 등이 있는 벽면”도 마주보는 건축물에 있는 “각 세대”를 기준으로 판단해야 함.
이 사안과 같이 창문이 없는 벽면만 서로 마주보는 형태로 두 동의 건축물을 건축한다고 하더라도 “마주보는 벽면이 속한 세대”에 창문이 없는 벽면과 같은 방향으로 창문이 있는 벽면이 설치되어 있다면, 이는 「건축법 시행령」 제86조 제3항 제2호 가목에 따른 “채광을 위한 창문 등이 있는 벽면”에 해당한다고 보아 인동간격을 확보하도록 하는 것이 그 건축물에 위치한 모든 세대의 일조권을 일정 수준으로 보호하려는 해당 규정의 입법 취지에 부합함.
만약 이와 달리 창문이 없는 벽면끼리 서로 마주보고 있는 경우 마주보는 벽면이 속한 “각 세대”가 아니라 마주보는 “벽면”을 기준으로 「건축법 시행령」제86조 제3항 제2호 가목을 적용할 경우 인동간격을 줄이기 위해 맞은 편 건축물과 마주보는 벽면에는 창문을 설치하지 않는 건축물의 난립 등으로 일조권을 보장하려는 입법 취지가 훼손될 수 있다는 점도 이 사안을 해석할 때에 고려할 필요가 있음."
98,14,복합 건축물의 각 부분 높이 산정의 기준이 되는 지표면의 의미,"「건축법」제61조 제2항 제2호에 따른 하나의 대지에 건축된 두 동(棟)의 공동주택에 A층 미만인 층에는 업무시설만, B층 이상인 층에는 공동주택만 위치하고 있고, A층 이상부터 B층 미만까지의 모든 층에는 공동주택과 업무시설이 복합되어 있으나 같은 대지의 다른 건축물과 마주 보는 부분에는 업무시설만 위치하고 있는 공동주택에 대해,
「건축법 시행령」 제86조 제3항 제2호 가목에 따른 건축물 각 부분 높이를 같은 영 제119조 제1항 제5호 나목 단서에 따라 산정하는 경우 그 기준이 되는 지표면은 해당 건축물에 있는 “공동주택의 가장 낮은 부분”인지 아니면 “다른 건축물과 마주보는 부분에 위치한 공동주택의 가장 낮은 부분”인지?",이 사안의 경우 그 기준이 되는 지표면은 해당 건축물에 있는 “공동 주택의 가장 낮은 부분”임.,"「건축법」 제61조 제2항에서 제2호를 규정한 취지는 하나의 대지에 두 동 이상의 건축물을 건축하는 경우 공동주택에서 이루어지는 주거생활에 중요한 영향을 미치는 채광, 통풍 등을 일정 수준으로 확보할 수 있도록 그 공동주택의 높이를 일정한 수준 이하로 제한하려는 것이고,
같은 법 시행령 제86조 제3항에서 이러한 높이 제한의 방안으로 같은 대지의 건축물 사이에 이격해야 하는 거리를 건축물의 높이를 기준으로 하여 규정한 것임을 고려해 볼 때도 같은 법 시행령 제119조 제1항 제5호 나목 단서의 “공동주택의 가장 낮은 부분”은 “전체 건축물에 있는 공동주택의 가장 낮은 부분”을 의미하는 것으로 보는 것이,
지표면으로부터 산정하는 건축물 높이 산정의 원칙에 대한 예외로서 공동주택을 다른 용도와 복합하여 건축하는 경우 그 지표면 보다 높은 위치인 공동주택의 가장 낮은 부분을 지표면으로 보아 이를 기준으로 높이를 산정할 수 있도록 한 「건축법 시행령」 제119조 제1항 제5호 나목 단서에 부합하는 해석임"
99,14,「건축법 시행령」 제86조 제6항 제3호의 “건축이 허용되지 아니하는 공지”의 의미,「건축법」 제44조에 따른 건축물의 대지가 도로에 접하여야 하는 요건(이하 “접도요건”이라 함)을 충족하지 못하는 대지가 「건축법 시행령」 제86조 제6항 제3호의 “건축이 허용되지 아니하는 공지”에 해당하는지?,접도요건을 충족하지 못하는 대지는 「건축법 시행령」 제86조 제6항 제3호의 “건축이 허용되지 아니하는 공지”에 해당하지 않음.,"「건축법 시행령」 제86조 제6항은 건축물을 건축하려는 대지와 다른 대지 사이에 있는 시설이나 부지에 건축물이 건축될 여지가 없는 경우 인접대지경계선을 기준으로 일조 등의 확보가능성을 판단할 필요가 없다는 점을 고려하여 일정한 요건을 충족하는 경우 반대편의 대지경계선을 인접대지경계선으로 보아 건축물의 높이 제한을 산정할 수 있도록 한 규정이므로, 같은 항 제3호에 따른 “건축이 허용되지 아니하는 공지”는 같은 항 제1호 및 제2호에 따른 공원, 도로 등 시설과 너비가 2미터 이하인 대지 등과 같이 그 속성상 건축을 할 수 없는 공지로 한정하여 해석할 필요가 있음.
그런데 「건축법」 제44조는 건축물의 이용자로 하여금 교통상, 피난상 안전한 상태를 유지할 수 있도록 도로에 접하지 아니하는 토지에는 건축물을 건축하는 행위를 허용하지 않도록 하는 규정이므로 해당 규정에 따른 접도요건을 충족하지 못하는 대지는 현재 대지의 현황 상 건축허가를 받지 못하는 것일 뿐 향후 도로로 사용할 인접 토지를 매입하는 등의 방법을 통해 접도요건을 충족하게 될 경우에는 건축허가를 받을 수도 있는 대지이므로 「건축법 시행령」 제86조 제6항 제1호 및 제2호와 같이 그 속성상 건축을 할 수 없는 공지로 볼 수 없고, 따라서 접도요건을 충족하지 못한 대지는 같은 항 제3호의 “건축이 허용되지 아니하는 공지”에 해당하지 않음."
100,14,자연녹지지역 안에 높이 4미터를 넘는 광고탑을 축조하려는 경우 일조 등의 확보를 위한 건축물의 높이 제한 적용 여부,자연녹지지역 안에서 높이 4미터를 넘는 광고탑을 축조하려는 경우 「건축법」 제83조 제3항에 따라 같은 법 제61조를 준용하여 인접대지경계선으로부터 일정한 거리를 띄어야 하는지?,「건축법」 제61조를 준용하여 인접 대지경계선으로부터 일정한 거리를 띄어야 하는 것은 아님.,"「건축법」 제61조 제1항 및 같은 법 시행령 제86조 제1항 각 호 외의 부분에서는 전용주거지역과 일반주거 지역 안에서 건축물을 건축하는 경우 일조(日照) 등의 확보를 위해 건축물의 각 부분을 정북(正北) 방향으로의 인접 대지경계선으로부터 일정 거리 이상을 띄어 건축해야 한다고 규정하고 있는바, 일조 등 확보를 위한 인접 대지경계선으로부터의 이격 거리 제한은 전용주거지역이나 일반주거지역을 적용 대상으로 하고 있음이 문언상 명백함.
또한 준용이란 특정 조문을 그와 성질이 유사한 규율 대상에 대해 그 성질에 따라 다소 수정해 적용하는 것을 의미하는바, 「건축법」 제83조 제3항 및 같은 법 시행령 제118조 제3항에서 높이 4미터를 넘는 광고탑 등 같은 조 제1항 각 호의 공작물에 대해 같은 법 제61조를 준용한다고 규정한 것은, 공작물을 축조하려는 경우에도 건축물을 건축하려는 경우에 준하여 「건축법」 제61조 및 같은 법 시행령 제86조에 따른 일조 등 확보를 위한 건축제한을 적용하려는 취지임."
101,14,일조 등 확보를 위한 인접 대지경계선으로부터의 이격거리 기준 적용 시 대지경계선의 범위,"건축물을 건축하려는 대지와 다른 대지 사이에 대지가 있는 경우로 사이에 있는 대지의 면적이 분할제한 기준 이하이고 건축물이 건축되어 있는 경우, 「건축법 시행령」 제86조 제6항 제2호 나목을 적용하여 건축물을 건축하려는 대지 반대편의 대지경계선을 인접 대지경계선으로 할 수 있는지?",「건축법 시행령」 제86조 제6항 제2호 나목을 적용하여 건축물을 건축하려는 대지 반대편의 대지경계선을 인접 대지경계선으로 할 수 없음.,"「건축법 시행령」 제86조 제6항 제2호는 너비가 2미터 이하이거나 면적이 같은 영 제80조 각 호에 따른 분할제한 기준인 대지의 경우 대지가 협소하여 사실상 건축물의 건축이 어렵거나 건축이 허용되지 않는 부지임에도 불구하고 인접대지에 위치한 건축물의 일조 등 확보를 위한 이격 거리 제한이 적용되는 문제가 있어, 인접 대지에 공원, 도로 등 시설이 있는 경우 또는 인접 대지가 건축이 허용되지 않는 공지인 경우와 마찬가지로 이격 거리 제한을 완화할 수 있게 신설된 규정(2014. 11. 11. 대통령령 제25716호로 일부개정된 「건축법 시행령」 개정이유 및 주요내용 참조)임에 비추어 보면, 같은 영 제86조 제6항 제2호 각 목에서 일정 너비 또는 면적 이하인 대지를 규정한 것은 해당 대지에 건축물이 건축되어 있지 않은 경우를 전제한 것으로 보아야 함.
즉 건축물을 건축하려는 대지와 다른 대지 사이에 「건축법 시행령」 제86조 제6항 제2호 각 목에서 규정한 너비 또는 면적 이하의 대지가 있더라도 그 대지에 이미 건축물이 있는 경우라면 해당 건축물의 일조 등 확보를 위해서는 여전히 「건축법」 제61조 제1항 및 같은 법 시행령 제86조 제1항에 따라 건축하려는 대지의 인접 대지경계선을 기준으로 이격 거리 제한이 적용될 필요가 있음."
102,14,인접대지경계선을 반대편의 대지경계선으로 하기 위한 대지의 요건 (「건축법 시행령」 제86조 제6항 제2호 등),"건축물을 건축하려는 대지와 다른 대지 사이에 대지가 있는 경우로서 사이에 있는 대지의 너비가 2미터를 초과하지만 면적이 「건축법 시행령」 제80조 각 호에 따른 분할제한 기준 이하인 경우, 같은 영 제86조 제6항 제2호를 적용하여 건축물을 건축하려는 대지 반대편의 대지경계선을 인접 대지경계선으로 할 수 있는지?",「건축법 시행령」 제86조 제6항 제2호를 적용하여 건축물을 건축하려는 대지 반대편의 대지경계선을 인접 대지경계선으로 할 수 있음.,"「건축법 시행령」 제86조 제6항에서는 건축물을 건축하려는 대지와 다른 대지 사이에 공원, 도로, 철도 등 시설(제1호), 너비나 면적이 일정 기준 이하인 대지(제2호) 및 그 밖에 건축이 허용되지 않는 공지(제3호)가 있는 경우에는 건축물을 건축하려는 대지 반대편의 대지경계선을 인접 대지경계선으로 한다고 규정하여, 이격 거리 제한을 완화하여 적용할 수 있는 예외를 허용하고 있음.
그런데 「건축법 시행령」 제86조 제6항 제2호에서 건축물을 건축하려는 대지와 다른 대지 사이에 다음 각 목에 해당하는 대지가 있는 경우에 반대편의 대지경계선을 인접 대지경계선으로 하도록 규정한 취지는, 인접 대지에 공원, 도로 등 시설이 있는 경우 또는 인접 대지가 건축이 허용되지 않는 공지인 경우와 마찬가지로 대지가 협소하여 사실상 건축물의 건축이 어려운 경우에는 인접 대지의 일조 등 확보를 위한 이격거리 제한을 완화할 수 있도록 하려는 것인바, 같은 호 각 목의 너비가 2미터 이하인 대지(가목) 및 면적이 분할제한 기준 이하인 대지(나목)는 사실상 건축물의 건축이 어려운 협소한 대지의 유형을 열거한 것으로 보는 것이 해당 규정취지에 부합하는 해석임."
103,14,일조 등 확보를 위한 이격 거리 기준이 배제되는 요건 중 너비 20미터 이상의 도로에 접하는 대지의 범위,"「건축법 시행령」 제86조 제2항 제1호에서는 지구단위계획구역 등 같은 호 각 목의 어느 하나에 해당하는 구역 안의 대지 상호 간에 건축하는 건축물로서 해당 대지가 너비 20미터 이상의 도로에 접한 경우에는 같은 조 제1항에 따른 일조(日照) 등 확보를 위한 인접 대지경계선으로부터의 이격 거리 제한을 적용하지 않는다고 규정하고 있는바, 이는 상호 간의 두 대지가 모두 너비 20미터 이상의 도로에 연속하여 접하는 경우를 의미하는지?",「건축법 시행령」 제86조 제2항 제1호 각 목 외의 부분은 상호 간의 두 대지가 모두 너비 20미터 이상의 도로에 연속하여 접하는 경우를 의미함.,"「건축법 시행령」 제86조 제2항 제1호 각 목 외의 부분에서는 일정 구역 안의 대지 상호간에 건축하는 건축물로서 해당 대지가 너비 20미터 이상의 도로에 접한 경우에는 같은 조 제1항을 적용하지 않는다고 규정하고 있는바, 너비 20미터 이상의 도로에 접하는 대상인 “해당 대지”는 앞에서 수식하고 있는 건축물을 건축하기 위한 상호 간의 두 대지 모두를 의미하는 것이 문언상 분명함.
그리고 「건축법 시행령」 제86조 제2항 제1호는 일정 너비 이상의 넓은 도로에 접한 두 대지 상호간에는 정북방향으로의 이격 거리 제한을 적용하지 않더라도 두 대지가 접한 도로 방향으로 일조권 확보가 비교적용이하다는 점을 고려하여 같은 조 제1항에 따른 이격 거리 제한의 적용 예외를 인정한 것이므로, 이러한 규정취지에 비추어 보더라도 연속하는 상호간의 대지가 모두 너비 20미터 이상의 도로에 접해야 한다고 보는 것이 타당함."
104,14,마주보는 건축물을 띄어 건축해야 하는 기준인 “건축물 각 부분의 높이”의 범위,"「건축법 시행령」 제86조 제3항 제2호 각 목 외의 부분 본문 및 같은 호 가목에 따르면 같은 대지에서 두 동(棟) 이상의 건축물이 서로 마주보고 있는 경우에 건축물 각 부분 사이의 거리는 채광을 위한 창문 등(이하 “채광창등”이라 함)이 있는 벽면으로부터 직각방향으로 건축물 각 부분 높이의 0.5배 이상의 범위에서 건축조례로 정하는 거리 이상을 띄어 건축해야 하는바,
같은 대지에서 두 동의 건축물이 서로 마주보고 있는 경우로서, 채광창등이 있는 벽면으로 된 건축물(A건축물)과 채광창등이 없는 측벽으로 된 건축물(B건축물)이 서로 마주보고 있는 경우, 「건축법 시행령」 제86조 제3항 제2호 각 목 외의 부분 본문에 따른 “건축물 각 부분 사이의 거리”는 채광창등이 있는 벽면으로 된 건축물(A건축물)의 높이만을 기준으로 하여 산정해야 하는지?",「건축법 시행령」 제86조 제3항 제2호에 따른 “건축물 각 부분 사이의 거리”는 채광창등이 없는 측벽으로 된 건축물(B건축물)의 높이도 기준으로 하여 산정해야 함.,"「건축법 시행령」 제86조 제3항 제2호 각 목 외의 부분 본문에서는 두 동 이상의 건축물이 서로 마주보고 있는 경우에는 해당 두 동 이상의 마주보고 있는 건축물 각 부분 사이의 거리를 일정 거리 이상으로 할 것을 규정하고 있고, 같은 호 가목에 대한 예외규정을 둔 같은 호 나목에서는 “높은 건축물”, “낮은 건축물”과 같이 명시적으로 두 건축물의 높이를 모두 고려하도록 규정하고 있는 점에 비추어 볼 때, 이 사안이 적용되는 같은 항 제2호 가목의 “건축물 각 부분 높이”에서 “건축물의 각 부분”은 두 동 이상의 건축물이 서로 마주보고 있는 경우 각각의 건축물 부분을 가리키는 것으로 보아야 하므로, 건축물 각 부분 높이 모두를 기준으로 하여 이격거리를 산정해야 할 것임."
105,14,창 넓이가 0.5제곱미터 미만인 창이 마주보고 있는 공동주택 두 동의 이격거리 기준,"각각 창 넓이가 0.5제곱미터 미만인 창이 있는 벽면이 서로 마주보고 있는 공동주택 두 동의 경우, 동 사이의 거리 기준을 적용할 때 「건축법 시행령」 제86조 제3항 제2호 가목을 적용해야 하는지, 아니면 같은 호 마목을 적용해야 하는지?",「건축법 시행령」 제86조 제3항 제2호 가목에 따른 건축물 사이의 거리 규정을 적용해야 함,"이 사안과 같이 0.5제곱미터 미만의 창이 마주보고 있는 건축물의 경우가 같은 호 나목부터 마목까지의 예외 규정에 해당되는지 여부를 살펴보아야 하고, 창문 등이 있는 벽면과 관련해서는 「건축법 시행령」 제86조 제3항 제2호 라목에 따른 채광창이 없는 벽면과 측벽이 마주보는 경우나 같은 호 마목에 따른 측벽과 측벽이 마주보는 경우에 해당하는지 여부를 판단해야 할 것인데, 이를 위해서는 같은 호 라목 및 마목에 따른 “측벽”의 의미를 파악할 필요가 있음.
그런데 「건축법 시행령」 제86조 제3항 제2호 라목에서는 채광창이 없는 벽면과 측벽을 구분하여 규정하면서, 채광창이 없는 벽면과 측벽이 마주보는 경우 건축물 사이의 간격을 8미터 이상으로 규정한 반면, 같은 호 마목에서는 측벽과 측벽이 마주보는 경우 건축물 사이의 간격을 4미터 이상으로 규정하여 완화된 거리 규정을 적용하고 있고, 같은 목의 괄호 부분에서는 “하나의 측벽에 채광을 위한 창문 등이 설치되어 있지 않은 일정 규모 이하의 발코니를 설치하는 경우”를 측벽에 포함하고 있는 점에 비추어 볼 때, 측벽은 0.5제곱미터 미만의 창을 포함한 창문 등이 없는 벽면을 말한다고 보아야 할 것인바, 이 사안과 같이 0.5제곱미터 미만의 창이 있는 벽면을 측벽으로 볼 수는 없으므로, 이러한 벽면이 서로 마주보는 경우가 같은 호 라목에 따른 채광창이 없는 벽면과 측벽이 마주보는 경우 또는 같은 호 마목에 따른 측벽과 측벽이 마
주보는 경우에 해당한다고 할 수 없음."
106,14,너비 20미터 이상의 도로에 접하는 두 대지 사이에 건축이 금지된 공지가 있는 경우 일조 등 확보를 위한 이격거리 기준이 배제되는지 여부,"「건축법 시행령」 제86조 제2항 제1호 각 목의 어느 하나에 해당하는 구역 안의 대지로서 너비 20미터 이상의 도로에 접하고 있는 두 대지 사이에 건축이 금지된 공지가 있는 경우, 두 대지에 건축하는 건축물에 같은 조 제1항에 따른 거리 기준이 적용되는지?",너비 20미터 이상의 도로에 접하고 있는 두 대지 사이에 건축이 금지된 공지가 있는 경우 두 대지에 건축하는 건축물에 대하여는 「건축법 시행령」 제86조 제1항에 따른 거리 기준이 적용되지 않음,"「건축법 시행령」 제86조 제2항 제1호는 일정 너비 이상의 넓은 도로에 접한 두 대지의 경우에는 도로 방향으로 일조권 확보가 비교적 용이하다는 점을 고려하여, 도로변에 위치하고 있는 건축물의 연속성을 유지하고 이와 더불어 일조권 규제로 인해 건축물이 계단식으로 건축됨에 따라 도시 미관을 해치는 것을 방지하기 위해 일조 등의 확보를 위한 높이 제한 규제를 완화하려는 취지(각주: 법제처 2015. 1. 26. 회신 14-0840 해석례 참조)의 규정인데
이 사안의 경우에는 건축물을 건축하기 위한 두 대지가 이미 너비 20미터 이상의 도로에 접하고 있어 도로 방향으로의 일조권 확보가 용이한 경우이고, 추가적으로 두 대지 사이에 건축이 금지된 공지가 있는 경우에 해당하므로, 건축물을 건축할 때 인접 대지경계선으로부터 일정거리를 띄어 건축하지 않아도 된다고 보는 것이 같은 규정의 취지에도 부합하는 해석임."
